dmist,dmist_slot,D.Mist,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,10
dmist,officer_slot,D.Mist,11,302,869,242,3,75,26,0,0,2,2,60,12,2,4,11
dmist,octomamm_slot,D.Mist,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,10
dmist,antlion_slot,D.Mist,2,1100,1500,800,2,85,11,0,0,3,3,60,11,5,5,2
dmist,mombomb_slot,D.Mist,15,1498,4318,1743,3,80,30,0,0,1,1,40,9,7,7,5
dmist,fabulgauntlet_slot,D.Mist,15,1972,5469,1402,3,90,36,0,0,2,3,60,11,6,9,15
dmist,milon_slot,D.Mist,15,3300,3800,2400,1,75,19,0,0,2,0,0,0,8,8,15
dmist,milonz_slot,D.Mist,15,3523,3600,2500,3,99,46,0,0,1,6,40,22,9,9,31
dmist,mirrorcecil_slot,D.Mist,17,4520,0,0,3,99,46,0,0,0,3,60,11,5,5,17
dmist,karate_slot,D.Mist,31,8000,0,0,6,99,86,0,0,0,0,0,0,4,7,31
dmist,guard_slot,D.Mist,18,560,1420,460,4,70,40,0,0,3,3,40,14,11,14,26
dmist,baigan_slot,D.Mist,9,5332,4820,3000,5,70,58,0,0,1,3,60,11,8,8,9
dmist,kainazzo_slot,D.Mist,16,5312,5500,4000,3,99,44,0,0,2,10,50,48,15,15,29
dmist,darkelf_slot,D.Mist,19,7817,7000,9000,6,90,80,0,0,1,99,99,254,11,11,15
dmist,magus_slot,D.Mist,16,9780,7500,9000,3,90,36,0,0,2,3,60,11,7,7,11
dmist,valvalis_slot,D.Mist,36,8636,9000,5500,6,90,82,0,0,0,3,40,12,18,18,63
dmist,calbrena_slot,D.Mist,47,10529,18000,8000,8,90,106,0,0,2,6,60,25,11,11,41
dmist,golbez_slot,D.Mist,31,4002,20000,11000,6,99,86,0,0,0,0,0,0,27,27,1
dmist,lugae_slot,D.Mist,25,23607,21121,11000,6,99,86,0,0,1,3,60,11,27,27,7
dmist,darkimp_slot,D.Mist,16,597,5790,135,5,70,56,0,0,0,0,0,0,18,21,16
dmist,kingqueen_slot,D.Mist,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,15
dmist,rubicant_slot,D.Mist,50,34000,18000,7000,8,70,80,0,0,3,8,80,37,38,38,16
dmist,evilwall_slot,D.Mist,37,28000,23000,8000,6,90,84,0,0,3,7,80,29,86,86,79
dmist,asura_slot,D.Mist,63,31005,20000,0,10,99,134,0,0,3,8,80,37,86,86,69
dmist,leviatan_slot,D.Mist,79,50001,28000,0,13,99,174,0,0,5,10,80,54,53,53,34
dmist,odin_slot,D.Mist,53,20001,18000,0,9,85,116,0,0,5,8,50,38,53,53,95
dmist,bahamut_slot,D.Mist,47,45001,35000,0,13,99,174,0,0,1,3,30,4,86,86,17
dmist,elements_slot,D.Mist,79,65000,102500,20000,10,80,128,0,0,3,4,30,5,99,99,26
dmist,cpu_slot,D.Mist,48,36000,50000,10333,13,99,174,0,0,4,8,50,38,38,38,127
dmist,paledim_slot,D.Mist,98,32700,55000,0,12,80,156,0,0,5,10,50,48,43,46,31
dmist,wyvern_slot,D.Mist,99,60000,64000,0,12,90,160,0,0,5,10,50,52,80,80,8
dmist,plague_slot,D.Mist,96,33333,31108,550,11,90,146,0,0,5,8,50,38,29,32,96
dmist,dlunar_slot,D.Mist,99,46000,59000,0,11,85,144,0,0,4,99,99,254,86,86,54
dmist,ogopogo_slot,D.Mist,62,50000,61000,0,11,99,150,0,0,4,9,50,40,38,38,127
officer,dmist_slot,Officer,10,341,321,67,2,90,16,0,0,5,7,80,31,5,5,
officer,dmist_slot,Soldier,9,42,127,45,2,85,13,0,0,0,0,0,5,1,2,
officer,officer_slot,Officer,11,221,398,80,3,75,26,1,65,2,2,60,12,2,4,
officer,officer_slot,Soldier,9,27,157,54,2,99,20,0,0,0,0,0,4,1,2,
officer,octomamm_slot,Officer,10,1720,550,166,2,99,22,0,0,0,6,60,25,31,31,
officer,octomamm_slot,Soldier,9,211,217,112,2,95,18,0,0,0,0,0,5,15,15,
officer,antlion_slot,Officer,2,805,687,265,2,85,11,0,0,3,3,60,11,5,5,
officer,antlion_slot,Soldier,2,99,272,179,2,85,11,0,0,0,0,0,4,1,2,
officer,mombomb_slot,Officer,15,1097,1978,577,3,80,30,0,0,1,1,40,9,7,7,
officer,mombomb_slot,Soldier,13,134,781,389,2,99,22,0,0,0,0,0,3,4,4,
officer,fabulgauntlet_slot,Officer,15,1444,2505,464,3,90,36,2,20,2,3,60,11,6,9,
officer,fabulgauntlet_slot,Soldier,13,177,989,313,3,80,28,0,0,0,0,0,4,2,4,
officer,milon_slot,Officer,15,2415,1741,794,1,75,19,1,45,2,0,0,0,8,8,
officer,milon_slot,Soldier,13,296,687,536,2,90,15,0,0,0,0,0,0,4,4,
officer,milonz_slot,Officer,15,2579,1649,827,3,99,46,1,90,1,6,40,22,9,9,
officer,milonz_slot,Soldier,13,315,651,558,3,90,36,0,0,0,0,0,5,5,5,
officer,mirrorcecil_slot,Officer,17,3308,0,0,3,99,46,0,0,0,3,60,11,5,5,
officer,mirrorcecil_slot,Soldier,14,405,0,0,3,90,36,0,0,0,0,0,4,1,2,
officer,karate_slot,Officer,31,5855,0,0,6,99,86,0,0,0,0,0,0,4,7,
officer,karate_slot,Soldier,26,716,0,0,5,90,66,0,0,0,0,0,0,2,4,
officer,guard_slot,Officer,18,410,651,153,4,70,40,2,15,3,3,40,14,11,14,
officer,guard_slot,Soldier,15,51,257,103,3,85,32,0,0,0,0,0,5,4,7,
officer,baigan_slot,Officer,9,3902,2208,992,5,70,58,1,30,1,3,60,11,8,8,
officer,baigan_slot,Soldier,8,477,871,670,3,99,44,0,0,0,0,0,4,4,4,
officer,kainazzo_slot,Officer,16,3888,2519,1323,3,99,44,2,50,2,10,50,48,15,15,
officer,kainazzo_slot,Soldier,14,475,994,893,3,85,34,0,0,0,4,40,16,8,8,
officer,darkelf_slot,Officer,19,5721,3206,2976,6,90,80,1,30,1,99,99,254,11,11,
officer,darkelf_slot,Soldier,16,699,1265,2009,5,80,62,0,0,0,6,90,84,5,5,
officer,magus_slot,Officer,16,7157,3435,2976,3,90,36,1,45,2,3,60,11,7,7,
officer,magus_slot,Soldier,14,875,1356,2009,3,80,28,0,0,0,0,0,4,4,4,
officer,valvalis_slot,Officer,36,6320,4122,1819,6,90,82,0,0,0,3,40,12,18,18,
officer,valvalis_slot,Soldier,30,773,1627,1228,5,90,64,0,0,0,0,0,4,9,9,
officer,calbrena_slot,Officer,47,7705,8244,2645,8,90,106,1,80,2,6,60,25,11,11,
officer,calbrena_slot,Soldier,39,942,3253,1786,6,90,82,0,0,0,0,0,5,5,5,
officer,golbez_slot,Officer,31,2929,9160,3637,6,99,86,0,0,0,0,0,0,27,27,
officer,golbez_slot,Soldier,26,358,3614,2455,5,90,66,0,0,0,0,0,0,11,14,
officer,lugae_slot,Officer,25,17276,9674,3637,6,99,86,1,50,1,3,60,11,27,27,
officer,lugae_slot,Soldier,21,2111,3816,2455,5,90,66,0,0,0,0,0,4,11,14,
officer,darkimp_slot,Officer,16,437,2652,45,5,70,56,0,0,0,0,0,0,18,21,
officer,darkimp_slot,Soldier,14,54,1047,31,3,95,42,0,0,0,0,0,0,8,11,
officer,kingqueen_slot,Officer,15,4391,0,0,9,85,116,0,0,0,0,0,0,53,53,
officer,kingqueen_slot,Soldier,13,537,0,0,6,99,86,0,0,0,0,0,0,27,27,
officer,rubicant_slot,Officer,50,24881,8244,2315,8,70,80,2,25,3,8,80,37,38,38,
officer,rubicant_slot,Soldier,41,3040,3253,1562,5,80,62,0,0,0,0,0,5,18,18,
officer,evilwall_slot,Officer,37,20491,10534,2645,6,90,84,3,25,3,7,80,29,86,86,
officer,evilwall_slot,Soldier,31,2504,4156,1786,5,90,64,0,0,0,0,0,5,40,43,
officer,asura_slot,Officer,63,22690,9160,0,10,99,134,2,15,3,8,80,37,86,86,
officer,asura_slot,Soldier,52,2772,3614,0,8,90,104,0,0,0,0,0,5,40,43,
officer,leviatan_slot,Officer,79,36591,12824,0,13,99,174,0,0,5,10,80,54,53,53,
officer,leviatan_slot,Soldier,65,4471,5059,0,10,99,134,0,0,0,4,40,18,27,27,
officer,odin_slot,Officer,53,14637,8244,0,9,85,116,4,60,5,8,50,38,53,53,
officer,odin_slot,Soldier,44,1789,3253,0,6,99,86,0,0,0,0,0,5,27,27,
officer,bahamut_slot,Officer,47,32932,16030,0,13,99,174,0,0,1,3,30,4,86,86,
officer,bahamut_slot,Soldier,39,4024,6324,0,10,99,134,0,0,0,0,0,1,40,43,
officer,elements_slot,Officer,79,65000,46945,6612,10,80,128,3,25,3,4,30,5,99,99,
officer,elements_slot,Soldier,65,9835,18519,4463,7,99,98,0,0,0,0,0,2,53,53,
officer,cpu_slot,Officer,48,26345,22900,3416,13,99,174,4,45,4,8,50,38,38,38,
officer,cpu_slot,Soldier,40,3219,9034,2306,10,99,134,0,0,0,0,0,5,18,18,
officer,paledim_slot,Officer,98,23930,25190,0,12,80,156,5,40,5,10,50,48,43,46,
officer,paledim_slot,Soldier,81,2924,9937,0,9,95,120,0,0,0,4,40,16,20,23,
officer,wyvern_slot,Officer,99,43908,29312,0,12,90,160,4,80,5,10,50,52,80,80,
officer,wyvern_slot,Soldier,81,5365,11563,0,9,99,124,0,0,0,4,40,18,37,40,
officer,plague_slot,Officer,96,24393,14248,182,11,90,146,4,50,5,8,50,38,29,32,
officer,plague_slot,Soldier,79,2981,5621,123,8,99,110,0,0,0,0,0,5,13,16,
officer,dlunar_slot,Officer,99,33663,27022,0,11,85,144,3,30,4,99,99,254,86,86,
officer,dlunar_slot,Soldier,81,4113,10660,0,8,99,110,0,0,0,6,90,84,40,43,
officer,ogopogo_slot,Officer,62,36590,27938,0,11,99,150,4,55,4,9,50,40,38,38,
officer,ogopogo_slot,Soldier,51,4471,11021,0,9,85,116,0,0,0,3,40,14,18,18,
octomamm,dmist_slot,Octomamm,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,
octomamm,officer_slot,Octomamm,11,302,869,242,3,75,26,1,65,2,2,60,12,2,4,
octomamm,octomamm_slot,Octomamm,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,
octomamm,antlion_slot,Octomamm,2,1100,1500,800,2,85,11,0,0,3,3,60,11,5,5,
octomamm,mombomb_slot,Octomamm,15,1498,4318,1743,3,80,30,0,0,1,1,40,9,7,7,
octomamm,fabulgauntlet_slot,Octomamm,15,1972,5469,1402,3,90,36,2,20,2,3,60,11,6,9,
octomamm,milon_slot,Octomamm,15,3300,3800,2400,1,75,19,1,45,2,0,0,0,8,8,
octomamm,milonz_slot,Octomamm,15,3523,3600,2500,3,99,46,1,90,1,6,40,22,9,9,
octomamm,mirrorcecil_slot,Octomamm,17,4520,0,0,3,99,46,0,0,0,3,60,11,5,5,
octomamm,karate_slot,Octomamm,31,8000,0,0,6,99,86,0,0,0,0,0,0,4,7,
octomamm,guard_slot,Octomamm,18,560,1420,460,4,70,40,2,15,3,3,40,14,11,14,
octomamm,baigan_slot,Octomamm,9,5332,4820,3000,5,70,58,1,30,1,3,60,11,8,8,
octomamm,kainazzo_slot,Octomamm,16,5312,5500,4000,3,99,44,2,50,2,10,50,48,15,15,
octomamm,darkelf_slot,Octomamm,19,7817,7000,9000,6,90,80,1,30,1,99,99,254,11,11,
octomamm,magus_slot,Octomamm,16,9780,7500,9000,3,90,36,1,45,2,3,60,11,7,7,
octomamm,valvalis_slot,Octomamm,36,8636,9000,5500,6,90,82,0,0,0,3,40,12,18,18,
octomamm,calbrena_slot,Octomamm,47,10529,18000,8000,8,90,106,1,80,2,6,60,25,11,11,
octomamm,golbez_slot,Octomamm,31,4002,20000,11000,6,99,86,0,0,0,0,0,0,27,27,
octomamm,lugae_slot,Octomamm,25,23607,21121,11000,6,99,86,1,50,1,3,60,11,27,27,
octomamm,darkimp_slot,Octomamm,16,597,5790,135,5,70,56,0,0,0,0,0,0,18,21,
octomamm,kingqueen_slot,Octomamm,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,
octomamm,rubicant_slot,Octomamm,50,34000,18000,7000,8,70,80,2,25,3,8,80,37,38,38,
octomamm,evilwall_slot,Octomamm,37,28000,23000,8000,6,90,84,3,25,3,7,80,29,86,86,
octomamm,asura_slot,Octomamm,63,31005,20000,0,10,99,134,2,15,3,8,80,37,86,86,
octomamm,leviatan_slot,Octomamm,79,50001,28000,0,13,99,174,0,0,5,10,80,54,53,53,
octomamm,odin_slot,Octomamm,53,20001,18000,0,9,85,116,4,60,5,8,50,38,53,53,
octomamm,bahamut_slot,Octomamm,47,45001,35000,0,13,99,174,0,0,1,3,30,4,86,86,
octomamm,elements_slot,Octomamm,79,65000,102500,20000,10,80,128,3,25,3,4,30,5,99,99,
octomamm,cpu_slot,Octomamm,48,36000,50000,10333,13,99,174,4,45,4,8,50,38,38,38,
octomamm,paledim_slot,Octomamm,98,32700,55000,0,12,80,156,5,40,5,10,50,48,43,46,
octomamm,wyvern_slot,Octomamm,99,60000,64000,0,12,90,160,4,80,5,10,50,52,80,80,
octomamm,plague_slot,Octomamm,96,33333,31108,550,11,90,146,4,50,5,8,50,38,29,32,
octomamm,dlunar_slot,Octomamm,99,46000,59000,0,11,85,144,3,30,4,99,99,254,86,86,
octomamm,ogopogo_slot,Octomamm,62,50000,61000,0,11,99,150,4,55,4,9,50,40,38,38,
antlion,dmist_slot,Antlion,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,
antlion,officer_slot,Antlion,11,302,869,242,3,75,26,0,0,2,2,60,12,2,4,
antlion,octomamm_slot,Antlion,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,
antlion,antlion_slot,Antlion,2,1100,1500,800,2,85,11,0,0,3,3,60,11,5,5,
antlion,mombomb_slot,Antlion,15,1498,4318,1743,3,80,30,0,0,1,1,40,9,7,7,
antlion,fabulgauntlet_slot,Antlion,15,1972,5469,1402,3,90,36,0,0,2,3,60,11,6,9,
antlion,milon_slot,Antlion,15,3300,3800,2400,1,75,19,0,0,2,0,0,0,8,8,
antlion,milonz_slot,Antlion,15,3523,3600,2500,3,99,46,0,0,1,6,40,22,9,9,
antlion,mirrorcecil_slot,Antlion,17,4520,0,0,3,99,46,0,0,0,3,60,11,5,5,
antlion,karate_slot,Antlion,31,8000,0,0,6,99,86,0,0,0,0,0,0,4,7,
antlion,guard_slot,Antlion,18,560,1420,460,4,70,40,0,0,3,3,40,14,11,14,
antlion,baigan_slot,Antlion,9,5332,4820,3000,5,70,58,0,0,1,3,60,11,8,8,
antlion,kainazzo_slot,Antlion,16,5312,5500,4000,3,99,44,0,0,2,10,50,48,15,15,
antlion,darkelf_slot,Antlion,19,7817,7000,9000,6,90,80,0,0,1,99,99,254,11,11,
antlion,magus_slot,Antlion,16,9780,7500,9000,3,90,36,0,0,2,3,60,11,7,7,
antlion,valvalis_slot,Antlion,36,8636,9000,5500,6,90,82,0,0,0,3,40,12,18,18,
antlion,calbrena_slot,Antlion,47,10529,18000,8000,8,90,106,0,0,2,6,60,25,11,11,
antlion,golbez_slot,Antlion,31,4002,20000,11000,6,99,86,0,0,0,0,0,0,27,27,
antlion,lugae_slot,Antlion,25,23607,21121,11000,6,99,86,0,0,1,3,60,11,27,27,
antlion,darkimp_slot,Antlion,16,597,5790,135,5,70,56,0,0,0,0,0,0,18,21,
antlion,kingqueen_slot,Antlion,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,
antlion,rubicant_slot,Antlion,50,34000,18000,7000,8,70,80,0,0,3,8,80,37,38,38,
antlion,evilwall_slot,Antlion,37,28000,23000,8000,6,90,84,0,0,3,7,80,29,86,86,
antlion,asura_slot,Antlion,63,31005,20000,0,10,99,134,0,0,3,8,80,37,86,86,
